Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
23550.0,228968.80000000002,Reforma,Gerente,8.0,0.0,1.0,202.6,0.0,26.0,
66568.0,203167.42,Diversas,Geral,12.0,0.0,2.0,125.4,1.0,23.0,38.1%
40820.0,452398.64,Diversas,Outros,4.75,0.0,0.0,112.0,2.0,32.0,48.0%
15700.0,397210.0,Reforma,Geral,3.25,0.0,0.0,102.6,0.0,14.0,
28260.0,237151.64,Reforma,Outros,6.5,0.0,0.0,129.7,0.0,15.0,34.7%
88548.0,344652.68,Diversas,Outros,8.5,0.0,1.0,133.2,0.0,21.0,59.3%
64684.0,339138.84,Diversas,Geral,6.5,,1.0,118.6,2.0,18.0,36.0%
44274.0,308614.9,Diversas,Gerente,6.75,0.0,0.0,153.9,1.0,27.0,40.3%
10048.0,128218.76000000001,Reforma,Outros,,0.0,0.0,299.8,0.0,7.0,35.6%
123402.0,232121.36000000002,Diversas,Professional,6.25,0.0,0.0,192.2,1.0,18.0,23.1%
46472.0,219922.46000000002,Diversas,Outros,8.75,0.0,1.0,96.6,3.0,46.0,29.9%
168932.0,484844.26,Diversas,Outros,10.5,,1.0,158.6,0.0,36.0,39.7%
66254.0,255614.84,Diversas,Gerente,10.25,1.0,0.0,75.8,2.0,26.0,36.8%
48670.0,294290.22000000003,Diversas,Gerente,19.25,0.0,0.0,241.4,11.0,23.0,35.0%
102364.0,121150.62000000001,Diversas,Gerente,4.5,0.0,1.0,229.0,2.0,49.0,40.2%
94200.0,920020.0,Diversas,Outros,28.75,0.0,0.0,158.2,0.0,22.0,
62800.0,192915.32,Diversas,Outros,14.75,0.0,0.0,278.0,0.0,20.0,27.3%
31400.0,214305.0,Diversas,Professional,20.0,0.0,2.0,401.5,1.0,12.0,
19468.0,180188.9,Diversas,Outros,9.25,0.0,1.0,166.6,1.0,27.0,
45216.0,324500.16000000003,Reforma,Professional,5.25,0.0,0.0,105.6,1.0,26.0,25.4%
50554.0,163280.0,Diversas,Outros,8.0,0.0,0.0,94.1,1.0,15.0,
87292.0,158865.16,Diversas,Outros,24.0,0.0,0.0,139.5,1.0,10.0,24.5%
42704.0,453576.14,Diversas,Professional,0.75,0.0,0.0,262.4,1.0,44.0,37.3%
165478.0,259583.80000000002,Reforma,Outros,4.5,2.0,0.0,255.8,6.0,14.0,42.8%
19468.0,275051.44,Reforma,Professional,5.25,0.0,0.0,212.1,2.0,22.0,35.1%
83210.0,201622.54,Diversas,Outros,26.75,0.0,0.0,130.4,0.0,10.0,24.3%
57462.0,299681.60000000003,Diversas,Geral,3.25,0.0,0.0,157.1,0.0,24.0,22.9%
84466.0,268648.98000000004,Diversas,Geral,0.5,0.0,2.0,93.7,0.0,21.0,33.6%
81012.0,566182.8200000001,Diversas,Comissionado,16.75,0.0,0.0,298.2,0.0,33.0,32.2%
216660.0,928030.14,Diversas,Autônomo,10.0,0.0,0.0,214.8,3.0,24.0,32.4%
76616.0,318659.76,Diversas,Outros,15.0,0.0,6.0,228.0,0.0,31.0,
37366.0,452718.92000000004,Diversas,Professional,15.0,,1.0,173.7,1.0,30.0,30.1%
37680.0,211780.44,Reforma,Outros,,0.0,0.0,358.4,0.0,7.0,37.9%
124658.0,654049.4400000001,Reforma,Professional,5.25,0.0,0.0,141.6,0.0,30.0,36.5%
43960.0,151112.5,Reforma,Outros,10.0,0.0,0.0,117.4,1.0,10.0,
69080.0,279460.0,Diversas,Professional,8.25,1.0,1.0,134.7,4.0,27.0,
132822.0,1475080.94,Reforma,Professional,3.0,0.0,0.0,312.0,4.0,14.0,40.6%
70964.0,816400.0,Reforma,Autônomo,6.75,1.0,0.0,246.9,3.0,49.0,
58718.0,200212.68000000002,Diversas,Comissionado,0.75,0.0,0.0,316.4,0.0,5.0,41.7%
40506.0,229788.34,Reforma,Outros,29.0,1.0,3.0,181.4,1.0,24.0,37.4%
50240.0,402548.0,Diversas,Outros,10.25,0.0,0.0,367.4,1.0,10.0,
81326.0,106408.32,Reforma,Outros,24.0,0.0,0.0,76.2,2.0,14.0,30.2%
86664.0,372111.98000000004,Diversas,Outros,5.0,0.0,0.0,94.1,1.0,34.0,37.1%
64684.0,303273.76,Diversas,Geral,1.5,0.0,0.0,148.8,0.0,22.0,35.9%
22608.0,204100.0,Diversas,Outros,14.0,2.0,1.0,100.0,9.0,9.0,
37680.0,279573.04000000004,Reforma,Outros,8.25,0.0,0.0,94.4,1.0,19.0,52.2%
29830.0,413852.0,Diversas,Autônomo,7.5,0.0,0.0,179.9,0.0,19.0,33.4%
44274.0,242429.98,Diversas,Professional,21.5,0.0,0.0,201.4,0.0,15.0,24.1%
47728.0,358729.3,Reforma,Geral,2.5,,3.0,156.9,1.0,23.0,36.0%
88548.0,412552.04000000004,Diversas,Geral,9.75,0.0,0.0,148.7,0.0,28.0,36.7%
42076.0,173704.80000000002,Reforma,Outros,3.25,2.0,2.0,236.9,3.0,16.0,19.1%
25120.0,231575.0,Diversas,Gerente,22.25,0.0,4.0,224.2,1.0,20.0,
127798.0,655242.64,Reforma,Professional,5.25,0.0,0.0,154.1,0.0,30.0,34.9%
24178.0,213931.34,Reforma,Geral,1.75,0.0,0.0,58.2,0.0,3.0,40.5%
59032.0,378878.68,Diversas,Outros,0.5,0.0,0.0,124.7,1.0,22.0,41.3%
96712.0,140467.9,Diversas,Outros,1.5,0.0,0.0,67.7,0.0,7.0,13.8%
38308.0,346904.06,Diversas,Professional,9.25,0.0,0.0,199.6,2.0,38.0,43.2%
62486.0,408200.0,Diversas,Geral,9.5,2.0,5.0,213.5,2.0,18.0,
66882.0,264388.0,Diversas,Outros,18.0,0.0,0.0,214.4,0.0,24.0,35.0%
25120.0,205538.12,Diversas,Geral,2.25,0.0,0.0,101.1,3.0,12.0,37.9%
55578.0,334953.22000000003,Reforma,Outros,2.0,0.0,2.0,59.8,1.0,10.0,39.9%
42704.0,159662.72,Diversas,Professional,3.25,0.0,0.0,304.2,0.0,16.0,16.8%
63742.0,417855.5,Diversas,Geral,19.0,1.0,0.0,168.3,4.0,23.0,38.7%
70022.0,324044.86,Reforma,Outros,6.0,0.0,0.0,143.2,0.0,14.0,29.5%
57776.0,301028.66000000003,Diversas,Outros,2.0,0.0,0.0,173.8,1.0,31.0,36.2%
65626.0,249366.24000000002,Diversas,Professional,13.5,2.0,1.0,109.8,6.0,27.0,29.4%
74732.0,174800.66,Diversas,Outros,,0.0,1.0,311.1,0.0,18.0,35.7%
31400.0,240464.34,Reforma,Geral,14.0,0.0,0.0,240.4,0.0,30.0,40.3%
43646.0,316292.2,Diversas,Outros,0.0,0.0,0.0,154.1,0.0,21.0,40.2%
54636.0,137167.76,Diversas,Gerente,16.25,1.0,0.0,96.6,1.0,17.0,25.1%
78500.0,741825.0,Reforma,Professional,29.75,0.0,0.0,356.2,1.0,19.0,
57462.0,326132.96,Reforma,Professional,3.75,0.0,0.0,119.8,0.0,24.0,38.7%
44902.0,119320.0,Diversas,Gerente,17.0,1.0,0.0,105.4,1.0,17.0,
33598.0,245114.68000000002,Reforma,Outros,3.5,0.0,1.0,194.9,0.0,12.0,30.8%
123402.0,195176.12,Diversas,Outros,0.25,0.0,0.0,240.6,1.0,14.0,1.0%
59974.0,555243.06,Diversas,Geral,6.75,0.0,0.0,212.5,4.0,23.0,41.4%
80698.0,219655.56,Diversas,Outros,10.25,0.0,0.0,128.6,0.0,20.0,38.8%
37366.0,200332.0,Diversas,Outros,9.0,0.0,0.0,245.8,0.0,18.0,
17898.0,344291.58,Reforma,Professional,9.75,0.0,0.0,106.2,0.0,14.0,
82896.0,216487.30000000002,Diversas,Geral,18.75,0.0,0.0,175.0,2.0,21.0,31.3%
50240.0,478222.0,Reforma,Professional,5.5,0.0,0.0,105.5,0.0,17.0,
14130.0,157000.0,Reforma,Outros,6.0,0.0,0.0,88.1,0.0,18.0,
66568.0,373295.76,Diversas,Outros,9.5,0.0,0.0,303.3,2.0,16.0,37.2%
48984.0,194695.7,Diversas,Outros,4.5,0.0,0.0,188.2,0.0,14.0,37.0%
29202.0,224500.58000000002,Reforma,Gerente,2.5,0.0,2.0,137.7,0.0,24.0,27.7%
34540.0,270711.96,Reforma,Professional,2.25,2.0,0.0,354.7,0.0,26.0,28.0%
130938.0,2681911.68,Reforma,Outros,16.0,0.0,0.0,182.3,0.0,25.0,40.1%
42076.0,289037.0,Diversas,Outros,2.0,0.0,0.0,22.6,1.0,3.0,44.0%
159826.0,267515.44,Reforma,Outros,,0.0,0.0,354.2,0.0,6.0,20.6%
11304.0,200925.46000000002,Reforma,Geral,20.0,0.0,0.0,206.5,0.0,20.0,19.5%
60916.0,333690.94,Reforma,Outros,6.0,0.0,0.0,131.6,0.0,14.0,32.9%
122146.0,504820.94,Reforma,Professional,13.5,0.0,0.0,140.1,0.0,42.0,46.7%
80384.0,325128.16000000003,Diversas,Gerente,0.5,,,223.7,5.0,24.0,40.9%
47100.0,329700.0,Reforma,Outros,7.75,0.0,4.0,99.6,1.0,8.0,
23550.0,115840.88,Diversas,Outros,5.75,0.0,0.0,289.9,0.0,11.0,25.1%
31086.0,273600.76,Reforma,Professional,20.25,0.0,0.0,246.5,0.0,11.0,26.0%
67196.0,463046.38,Diversas,Geral,11.75,0.0,2.0,221.1,0.0,26.0,42.8%
78814.0,237597.52000000002,Diversas,Outros,,2.0,1.0,76.1,2.0,23.0,30.2%
55892.0,287256.62,Reforma,Professional,5.75,0.0,0.0,126.1,0.0,13.0,28.2%
19782.0,93546.88,Diversas,Outros,1.0,1.0,0.0,14.2,8.0,6.0,30.4%
58404.0,194077.12,Reforma,Outros,12.5,0.0,0.0,49.0,0.0,8.0,39.9%
141300.0,240753.22,Reforma,Geral,11.25,0.0,0.0,299.1,0.0,13.0,
88548.0,367948.34,Diversas,Gerente,9.0,0.0,0.0,171.8,0.0,26.0,33.6%
55264.0,258889.86000000002,Diversas,Outros,1.75,0.0,0.0,314.7,3.0,15.0,45.5%
27632.0,117853.62000000001,Diversas,Outros,3.75,0.0,0.0,76.9,3.0,19.0,26.3%
134392.0,499200.34,Diversas,Outros,14.0,,1.0,222.9,4.0,29.0,42.6%
54636.0,245299.94,Diversas,Gerente,1.25,0.0,0.0,119.9,0.0,9.0,27.1%
76616.0,373974.0,Reforma,Outros,12.25,0.0,0.0,85.4,5.0,19.0,
40820.0,367361.16000000003,Reforma,Professional,13.5,0.0,2.0,191.7,0.0,27.0,30.6%
48984.0,335427.36,Reforma,Professional,9.5,0.0,0.0,263.5,0.0,11.0,33.0%
134706.0,552539.52,Diversas,Autônomo,13.25,0.0,0.0,162.2,0.0,4.0,40.5%
67824.0,214462.0,Diversas,Geral,11.25,0.0,2.0,122.8,0.0,22.0,43.1%
65940.0,210380.0,Diversas,Outros,7.25,0.0,0.0,69.0,2.0,19.0,
31400.0,325304.0,Reforma,Gerente,18.1,0.0,0.0,174.3,0.0,25.0,
76616.0,496926.98000000004,Diversas,Gerente,17.75,0.0,0.0,195.2,0.0,24.0,35.6%
40820.0,78088.66,Reforma,Outros,1.2,9.0,1.0,195.1,0.0,9.0,
56520.0,159355.0,Diversas,Professional,16.0,0.0,0.0,183.3,1.0,20.0,
62486.0,295404.92,Reforma,Professional,7.75,0.0,0.0,83.9,0.0,15.0,33.0%
82268.0,770625.0800000001,Reforma,Professional,28.25,0.0,0.0,346.3,1.0,18.0,36.1%
47728.0,382844.5,Reforma,Geral,2.25,0.0,0.0,158.4,0.0,24.0,37.7%
18212.0,114248.90000000001,Reforma,Outros,2.25,0.0,0.0,269.1,1.0,26.0,42.3%
23550.0,189191.28,Diversas,Outros,16.5,0.0,3.0,221.8,0.0,38.0,25.7%
157000.0,247127.42,Reforma,Autônomo,10.0,0.0,0.0,180.9,1.0,22.0,
227022.0,266900.0,Diversas,Outros,1.25,0.0,0.0,119.2,11.0,21.0,
7850.0,246804.0,Reforma,Professional,8.0,0.0,0.0,258.2,0.0,12.0,
63742.0,279708.06,Diversas,Professional,21.5,0.0,4.0,326.4,4.0,27.0,44.9%
47100.0,203980.68000000002,Diversas,Comissionado,0.25,0.0,0.0,342.9,0.0,6.0,39.0%
75988.0,366127.14,Diversas,Autônomo,2.0,0.0,0.0,229.0,1.0,26.0,35.5%
42390.0,452364.10000000003,Diversas,Outros,1.75,0.0,0.0,271.5,4.0,44.0,44.7%
25120.0,262190.0,Diversas,Gerente,8.25,0.0,0.0,109.6,0.0,23.0,
47100.0,336629.98000000004,Reforma,Outros,19.5,0.0,0.0,126.3,4.0,21.0,26.6%
69394.0,370221.7,Diversas,Outros,25.5,0.0,0.0,234.8,1.0,26.0,41.5%
119634.0,354895.36,Diversas,Gerente,16.5,0.0,0.0,193.0,0.0,21.0,38.2%
67510.0,894240.6000000001,Reforma,Gerente,3.25,0.0,0.0,200.5,0.0,15.0,28.4%
34854.0,215086.86000000002,Diversas,Professional,20.0,0.0,2.0,405.6,1.0,12.0,20.8%
15700.0,163280.0,Reforma,Outros,,0.0,1.0,288.0,0.0,6.0,
62800.0,163280.0,Diversas,Outros,,0.0,0.0,222.1,0.0,13.0,
78500.0,580900.0,Reforma,Autônomo,2.5,0.0,0.0,177.8,1.0,17.0,
95770.0,193857.32,Diversas,Gerente,20.25,3.0,5.0,143.2,0.0,29.0,45.4%
22294.0,126180.90000000001,Reforma,Outros,3.25,0.0,0.0,274.0,1.0,25.0,39.9%
47728.0,288880.0,Diversas,Geral,1.5,0.0,0.0,153.4,4.0,20.0,
52752.0,204100.0,Diversas,Comissionado,4.5,2.0,1.0,80.0,6.0,43.0,
120576.0,225517.94,Diversas,Professional,4.75,0.0,0.0,193.5,2.0,17.0,25.0%
49926.0,208678.12,Diversas,Professional,4.25,0.0,0.0,148.6,1.0,12.0,29.3%
157000.0,944826.0,Reforma,Autônomo,5.5,0.0,0.0,1.3,0.0,2.0,
89490.0,229998.72,Diversas,Gerente,13.75,0.0,0.0,105.2,7.0,16.0,36.7%
165792.0,214477.7,Diversas,Geral,11.75,0.0,0.0,93.8,1.0,25.0,42.7%
110528.0,116418.64,Diversas,Gerente,0.0,0.0,1.0,185.4,2.0,49.0,38.8%
29516.0,313001.48000000004,Diversas,Outros,16.0,,,160.9,4.0,16.0,24.6%
35482.0,166140.54,Reforma,Gerente,19.25,0.0,0.0,231.3,1.0,17.0,38.3%
33912.0,709640.0,Reforma,Professional,11.5,0.0,0.0,238.1,0.0,22.0,
15700.0,235566.882,Reforma,Outros,5.25,0.0,0.0,98.3,0.0,24.0,
21666.0,274643.24,Reforma,Outros,2.0,0.0,0.0,114.7,0.0,15.0,40.4%
56520.0,541650.0,Diversas,Geral,6.25,0.0,0.0,222.1,4.0,24.0,
15386.0,72317.34,Reforma,Outros,5.75,0.0,0.0,103.3,0.0,8.0,33.2%
27318.0,362754.78,Diversas,Geral,1.75,0.0,0.0,223.9,1.0,38.0,16.4%
101422.0,143048.98,Diversas,Outros,0.0,0.0,0.0,71.7,0.0,7.0,15.8%
166420.0,805689.4600000001,Diversas,Professional,4.75,0.0,0.0,241.4,1.0,33.0,38.5%
53380.0,317118.02,Reforma,Professional,7.25,0.0,0.0,264.7,1.0,11.0,38.6%
46158.0,144606.42,Reforma,Outros,8.25,0.0,0.0,78.3,2.0,11.0,32.7%
59346.0,326977.62,Reforma,Professional,4.75,0.0,0.0,112.5,1.0,23.0,40.9%
64056.0,355388.34,Diversas,Gerente,25.5,,0.0,324.3,1.0,41.0,37.7%
51496.0,363866.34,Diversas,Outros,0.75,0.0,0.0,138.3,1.0,19.0,41.7%
21980.0,197820.0,Reforma,Outros,5.5,0.0,0.0,87.6,3.0,20.0,
71592.0,181369.54,Diversas,Outros,,0.0,0.0,313.1,0.0,18.0,36.5%
23550.0,112757.40000000001,Reforma,Geral,13.25,3.0,6.0,236.7,0.0,22.0,25.7%
34540.0,92237.5,Diversas,Geral,6.5,0.0,1.0,104.3,0.0,17.0,
74104.0,334193.34,Diversas,Outros,,0.0,0.0,172.4,0.0,25.0,38.5%
43332.0,408526.56,Diversas,Professional,16.5,0.0,0.0,298.4,0.0,19.0,31.0%
70650.0,77906.54000000001,Diversas,Professional,7.5,0.0,0.0,98.6,1.0,19.0,19.5%
50240.0,285451.12,Reforma,Outros,,0.0,0.0,296.5,0.0,20.0,28.0%
53380.0,498569.2,Diversas,Gerente,0.25,0.0,0.0,213.6,1.0,18.0,37.8%
69080.0,307092.0,Diversas,Professional,1.5,0.0,0.0,194.6,0.0,27.0,
18840.0,628000.0,Diversas,Professional,5.0,6.0,0.0,91.8,5.0,30.0,
51810.0,273180.0,Diversas,Outros,26.5,0.0,3.0,112.5,5.0,35.0,
30772.0,245403.56,Reforma,Gerente,2.0,0.0,1.0,125.4,0.0,25.0,29.9%
37366.0,272906.82,Diversas,Geral,12.5,0.0,0.0,121.6,0.0,25.0,37.9%
37680.0,317768.0,Diversas,Comissionado,13.75,,2.0,152.7,1.0,18.0,
72534.0,837730.02,Reforma,Autônomo,5.5,1.0,0.0,245.0,2.0,52.0,35.9%
53380.0,539929.28,Reforma,Gerente,24.5,0.0,0.0,81.2,2.0,21.0,28.8%
32342.0,196953.36000000002,Reforma,Outros,11.0,0.0,1.0,110.7,3.0,34.0,36.3%
88234.0,509085.06,Diversas,Professional,7.5,0.0,0.0,117.2,2.0,25.0,32.1%
37994.0,357156.16000000003,Diversas,Professional,0.5,0.0,2.0,141.1,0.0,35.0,33.9%
67510.0,578516.74,Reforma,Gerente,8.75,0.0,0.0,313.6,0.0,16.0,45.6%
26376.0,226080.0,Diversas,Autônomo,,0.0,2.0,189.6,1.0,22.0,
78500.0,709640.0,Diversas,Professional,0.65,0.0,0.0,307.3,1.0,35.0,
47414.0,143362.98,Reforma,Outros,9.75,0.0,0.0,88.8,1.0,12.0,27.3%
51182.0,321617.64,Reforma,Professional,8.5,0.0,0.0,249.2,1.0,12.0,36.4%
20410.0,241007.56,Reforma,Gerente,2.75,0.0,2.0,130.8,0.0,24.0,28.1%
55892.0,180933.08000000002,Reforma,Outros,9.5,0.0,0.0,123.7,0.0,10.0,19.1%
47100.0,271358.8,Diversas,Geral,2.25,0.0,0.0,162.4,0.0,26.0,
18840.0,203440.6,Diversas,Outros,0.35,0.0,2.0,107.8,3.0,18.0,
50554.0,365781.74,Diversas,Outros,1.5,0.0,0.0,119.5,2.0,20.0,37.8%
31086.0,690599.04,Reforma,Professional,2.75,0.0,0.0,129.1,1.0,15.0,29.0%
25748.0,154899.34,Reforma,Outros,9.25,0.0,0.0,308.0,2.0,12.0,32.7%
53380.0,361100.0,Diversas,Autônomo,20.5,,3.0,101.1,0.0,22.0,
28260.0,201930.26,Diversas,Gerente,7.5,,3.0,122.0,2.0,11.0,39.0%
36424.0,336268.88,Diversas,Professional,5.75,0.0,1.0,227.8,0.0,9.0,23.0%
9420.0,144126.0,Reforma,Gerente,8.5,0.0,2.0,64.6,0.0,10.0,
51810.0,187100.04,Diversas,Outros,16.75,0.0,0.0,285.3,0.0,20.0,28.0%
84466.0,334410.0,Diversas,Comissionado,1.1,0.0,1.0,118.6,2.0,19.0,
86978.0,319262.64,Diversas,Outros,15.5,0.0,1.0,140.1,0.0,29.0,35.4%
22922.0,276241.5,Reforma,Gerente,3.25,0.0,0.0,75.3,1.0,16.0,
95456.0,252685.22,Diversas,Geral,0.5,0.0,0.0,154.1,2.0,19.0,38.8%
84152.0,196912.54,Diversas,Geral,17.75,0.0,0.0,177.8,1.0,23.0,33.1%
47100.0,408200.0,Diversas,Outros,2.05,0.0,0.0,291.6,0.0,46.0,
81012.0,524681.4400000001,Diversas,Outros,7.5,0.0,1.0,211.6,1.0,19.0,37.2%
37680.0,310860.0,Reforma,Outros,20.0,0.0,0.0,137.8,4.0,25.0,
125600.0,706500.0,Reforma,Autônomo,5.5,0.0,0.0,8.4,6.0,3.0,
85094.0,501580.46,Diversas,Professional,6.5,0.0,1.0,118.4,3.0,28.0,32.2%
74418.0,236099.74000000002,Diversas,Geral,6.25,0.0,0.0,51.8,2.0,18.0,39.1%
87920.0,274404.60000000003,Diversas,Outros,8.0,0.0,0.0,141.1,3.0,32.0,43.5%
69708.0,465658.86000000004,Reforma,Professional,11.5,0.0,0.0,171.1,0.0,20.0,34.5%
159512.0,198228.2,Diversas,Geral,12.75,0.0,1.0,100.2,1.0,27.0,39.0%
37366.0,330965.42000000004,Reforma,Professional,5.25,0.0,1.0,83.7,1.0,34.0,36.5%
56520.0,412282.0,Diversas,Gerente,14.0,0.0,0.0,180.9,2.0,26.0,
60288.0,344684.08,Reforma,Professional,4.5,0.0,0.0,102.9,1.0,25.0,39.1%
27632.0,281642.3,Reforma,Outros,24.75,0.0,0.0,339.9,1.0,49.0,26.4%
34226.0,241522.52000000002,Reforma,Outros,0.25,0.0,1.0,183.3,0.0,12.0,27.6%
56520.0,216660.0,Diversas,Outros,6.25,3.0,2.0,112.0,2.0,26.0,
51496.0,419585.64,Diversas,Professional,5.0,0.0,0.0,97.4,0.0,14.0,29.3%
45530.0,198375.78,Diversas,Outros,3.0,0.0,0.0,181.4,0.0,14.0,27.1%
65312.0,565366.42,Reforma,Gerente,9.0,0.0,0.0,326.1,0.0,17.0,44.0%
56520.0,408721.24,Diversas,Gerente,5.25,,,249.7,3.0,43.0,41.6%
15700.0,114217.5,Reforma,Outros,3.5,0.0,0.0,269.7,1.0,24.0,
75046.0,198121.44,Diversas,Outros,,0.0,0.0,316.7,0.0,19.0,38.5%
55892.0,233317.7,Diversas,Geral,0.75,0.0,0.0,189.2,0.0,25.0,30.8%
45530.0,195151.0,Diversas,Outros,4.0,0.0,0.0,176.5,0.0,13.0,29.2%
93886.0,924183.64,Diversas,Professional,15.0,0.0,1.0,251.7,2.0,24.0,29.9%
43960.0,278778.62,Diversas,Outros,6.75,0.0,0.0,213.7,2.0,18.0,40.3%
20096.0,394547.28,Reforma,Outros,8.75,,,420.5,1.0,48.0,41.2%
89490.0,340328.9,Diversas,Geral,10.0,0.0,0.0,386.6,0.0,43.0,42.3%
38622.0,494584.54000000004,Reforma,Professional,4.25,0.0,1.0,406.7,0.0,41.0,28.6%
42076.0,150688.6,Diversas,Outros,7.5,,0.0,152.7,7.0,27.0,39.9%
46786.0,454967.16000000003,Diversas,Outros,1.0,0.0,0.0,276.6,5.0,42.0,37.3%
97968.0,197339.58000000002,Diversas,Outros,0.75,0.0,0.0,101.3,1.0,6.0,39.4%
82896.0,818403.3200000001,Reforma,Autônomo,7.0,1.0,0.0,256.5,3.0,50.0,36.7%
37680.0,364023.34,Diversas,Professional,11.25,0.0,0.0,201.1,1.0,17.0,35.4%
220742.0,923690.66,Diversas,Autônomo,9.5,0.0,0.0,214.2,2.0,25.0,29.9%
39878.0,320245.46,Diversas,Professional,9.75,2.0,0.0,216.7,1.0,31.0,27.3%
32970.0,275001.2,Diversas,Outros,8.0,0.0,0.0,260.2,0.0,14.0,21.3%
162652.0,790159.02,Diversas,Professional,5.5,0.0,0.0,259.4,1.0,31.0,38.2%
54322.0,286506.16000000003,Diversas,Professional,8.75,0.0,0.0,204.9,0.0,19.0,22.6%
94514.0,897791.9400000001,Diversas,Professional,15.0,0.0,0.0,253.2,2.0,26.0,27.8%
46786.0,227119.34,Diversas,Professional,6.75,0.0,0.0,159.0,2.0,11.0,30.2%
31400.0,251200.0,Diversas,Outros,2.5,0.0,0.0,27.4,3.0,2.0,
19154.0,360468.86,Reforma,Geral,22.75,0.0,0.0,132.1,1.0,12.0,34.7%
31400.0,111470.0,Reforma,Geral,5.5,0.0,2.0,188.3,1.0,10.0,
37052.0,258164.52000000002,Diversas,Geral,12.75,0.0,0.0,256.8,3.0,35.0,39.9%
163908.0,211636.0,Diversas,Geral,5.0,1.0,,182.6,1.0,15.0,28.6%
66568.0,457341.0,Diversas,Geral,11.5,0.0,1.0,233.8,0.0,25.0,41.6%
53694.0,215900.12,Diversas,Outros,7.25,0.0,1.0,106.6,3.0,47.0,28.4%
50240.0,188400.0,Reforma,Outros,11.75,0.0,0.0,52.6,0.0,9.0,
68138.0,438240.38,Diversas,Outros,11.75,0.0,0.0,92.8,3.0,14.0,41.1%
118064.0,628942.0,Reforma,Professional,5.75,0.0,0.0,148.6,0.0,30.0,
75674.0,749609.06,Diversas,Professional,2.75,0.0,0.0,318.9,0.0,25.0,37.8%
31400.0,305836.0,Reforma,Professional,1.75,0.0,0.0,73.4,1.0,20.0,
87920.0,398780.0,Diversas,Professional,7.25,0.0,4.0,237.1,5.0,34.0,
47100.0,91138.5,Diversas,Outros,25.75,0.0,5.0,277.1,1.0,19.0,
40820.0,134021.48,Diversas,Outros,9.5,,0.0,146.0,5.0,29.0,38.3%
46786.0,439235.76,Reforma,Professional,13.5,0.0,0.0,121.2,5.0,20.0,37.4%
85722.0,294079.84,Diversas,Geral,11.5,0.0,0.0,156.6,0.0,20.0,39.1%
42076.0,217793.54,Diversas,Outros,0.5,0.0,0.0,263.5,0.0,20.0,30.0%
27318.0,274021.52,Reforma,Outros,18.0,0.0,0.0,190.4,0.0,27.0,28.4%
24806.0,175076.98,Diversas,Outros,14.75,0.0,0.0,89.7,0.0,11.0,31.9%
54322.0,263279.58,Diversas,Geral,6.5,0.0,0.0,128.7,0.0,20.0,23.5%
115866.0,486700.0,Reforma,Professional,12.5,0.0,0.0,139.4,0.0,40.0,
54950.0,417667.10000000003,Diversas,Geral,19.75,1.0,1.0,179.8,5.0,19.0,
50240.0,335801.02,Diversas,Professional,7.0,0.0,0.0,208.5,1.0,36.0,44.6%
40820.0,271296.0,Diversas,Outros,12.0,0.0,2.0,150.3,0.0,27.0,
37680.0,189028.0,Diversas,Outros,4.5,0.0,0.0,179.1,0.0,14.0,
41448.0,255536.34,Diversas,Geral,13.25,0.0,0.0,95.8,0.0,24.0,38.4%
29202.0,342385.60000000003,Diversas,Geral,2.5,0.0,0.0,238.0,0.0,37.0,17.9%
86664.0,335684.84,Diversas,Professional,12.5,0.0,0.0,290.9,1.0,33.0,41.0%
7536.0,53945.200000000004,Reforma,Outros,,0.0,0.0,16.1,3.0,4.0,
47414.0,243481.88,Reforma,Professional,13.5,1.0,1.0,123.6,1.0,24.0,
8792.0,191069.0,Reforma,Outros,16.75,4.0,0.0,114.8,2.0,9.0,
49926.0,302674.02,Diversas,Outros,4.5,2.0,0.0,86.2,1.0,20.0,20.1%
43646.0,609891.62,Reforma,Geral,1.0,0.0,1.0,344.4,0.0,16.0,42.1%
76930.0,163995.92,Diversas,Outros,25.25,0.0,0.0,126.7,0.0,11.0,24.9%
40820.0,268557.92,Diversas,Geral,4.0,2.0,3.0,188.5,2.0,29.0,38.4%
22294.0,105441.2,Diversas,Outros,1.5,0.0,0.0,31.2,10.0,7.0,30.3%
90746.0,114270.88,Diversas,Comissionado,9.0,4.0,1.0,125.8,5.0,25.0,45.6%
123716.0,737900.0,Diversas,Gerente,10.25,3.0,4.0,80.1,0.0,21.0,
38622.0,282757.0,Diversas,Gerente,6.25,0.0,0.0,139.2,1.0,26.0,43.7%
96084.0,246970.42,Diversas,Geral,0.75,0.0,0.0,157.6,3.0,19.0,41.6%
44274.0,199669.46000000002,Reforma,Professional,6.25,0.0,0.0,132.3,4.0,8.0,35.8%
31400.0,475710.0,Reforma,Professional,2.25,0.0,0.0,208.1,1.0,25.0,
83524.0,481299.2,Diversas,Gerente,2.75,0.0,0.0,292.0,0.0,25.0,38.1%
59660.0,681380.0,Diversas,Geral,13.25,0.0,0.0,215.2,1.0,34.0,
119320.0,416963.74,Diversas,Autônomo,10.5,0.0,1.0,215.1,0.0,64.0,64.8%
54008.0,533800.0,Reforma,Gerente,22.5,0.0,0.0,80.1,1.0,20.0,29.8%
61544.0,470921.5,Diversas,Outros,4.75,0.0,0.0,116.1,1.0,12.0,33.2%
