Cliente,Empréstimo,ValorDoBem,Finalidade,Emprego,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS
mau pagador,62800.0,433546.08,Reforma,Outros,19.75,0.0,0.0,174.3,2.0,24.0,
bom pagador,66882.0,394192.46,Reforma,Gerente,0.0,0.0,1.0,314.1,0.0,19.0,40.2%
bom pagador,218544.0,920811.28,Diversas,Autônomo,10.5,0.0,0.0,210.3,2.0,25.0,26.8%
bom pagador,34854.0,571646.42,Reforma,Geral,4.5,0.0,0.0,200.4,0.0,56.0,32.5%
bom pagador,104248.0,937861.48,Diversas,Outros,29.0,0.0,0.0,140.3,0.0,21.0,40.9%
mau pagador,48356.0,647304.72,Diversas,Gerente,2.75,0.0,2.0,197.5,1.0,51.0,34.4%
bom pagador,62800.0,704091.62,Diversas,Geral,11.75,0.0,0.0,209.1,0.0,30.0,42.1%
bom pagador,41762.0,363612.0,Reforma,Professional,11.25,0.0,1.0,177.2,0.0,28.0,36.2%
bom pagador,96712.0,920390.52,Diversas,Outros,29.0,0.0,0.0,153.3,0.0,22.0,37.2%
bom pagador,17270.0,258880.44,Reforma,Outros,8.0,0.0,1.0,118.4,0.0,22.0,38.6%
bom pagador,62800.0,203876.5576,Reforma,Geral,8.0,0.0,0.0,125.0,2.0,5.0,
bom pagador,102678.0,121153.76000000001,Diversas,Outros,29.5,0.0,0.0,199.4,0.0,14.0,43.5%
mau pagador,53066.0,266900.0,Diversas,Outros,2.75,0.0,6.0,129.4,2.0,32.0,
bom pagador,39250.0,262902.78,Diversas,Geral,4.5,1.0,2.0,178.7,3.0,29.0,37.8%
bom pagador,53694.0,375496.9,Diversas,Professional,1.0,0.0,0.0,149.3,0.0,29.0,35.7%
bom pagador,28574.0,177187.06,Reforma,Outros,9.75,0.0,0.0,94.2,3.0,31.0,39.6%
mau pagador,37994.0,228111.58000000002,Diversas,Outros,8.0,,,111.2,1.0,24.0,46.3%
mau pagador,136590.0,2687554.2600000002,Reforma,Outros,16.5,0.0,0.0,197.9,0.0,22.0,41.0%
bom pagador,53380.0,421083.42000000004,Diversas,Outros,1.75,0.0,0.0,282.1,0.0,44.0,37.7%
mau pagador,47728.0,357743.34,Reforma,Professional,3.25,0.0,0.0,140.1,2.0,32.0,59.9%
bom pagador,78500.0,196623.66,Diversas,Outros,26.0,0.0,0.0,115.7,0.0,8.0,19.3%
bom pagador,43018.0,281981.42,Reforma,Geral,24.5,0.0,0.0,155.9,1.0,13.0,38.4%
bom pagador,39564.0,233323.98,Reforma,Outros,29.5,1.0,2.0,200.9,0.0,25.0,38.8%
bom pagador,12560.0,193979.78,Reforma,Geral,21.25,0.0,0.0,208.2,0.0,19.0,20.8%
mau pagador,54636.0,356886.12,Diversas,Outros,0.5,0.0,2.0,213.3,2.0,23.0,37.1%
bom pagador,51810.0,166545.6,Reforma,Outros,9.0,0.0,0.0,120.2,0.0,9.0,17.7%
bom pagador,30772.0,350307.82,Diversas,Geral,0.0,0.0,0.0,242.5,1.0,37.0,19.3%
mau pagador,42390.0,340661.74,Diversas,Professional,4.75,0.0,4.0,128.8,2.0,25.0,
bom pagador,21666.0,345544.44,Reforma,Geral,24.0,0.0,0.0,113.0,0.0,11.0,38.3%
bom pagador,29202.0,221479.90000000002,Reforma,Geral,12.0,3.0,1.0,247.5,2.0,31.0,
bom pagador,31400.0,205129.92,Diversas,Geral,4.75,0.0,1.0,107.1,3.0,12.0,40.0%
bom pagador,71278.0,333571.62,Reforma,Gerente,14.0,0.0,0.0,164.4,0.0,27.0,35.4%
bom pagador,78500.0,310860.0,Diversas,Professional,12.0,0.0,0.0,285.9,1.0,34.0,
bom pagador,44902.0,314000.0,Reforma,Outros,20.25,0.0,0.0,147.4,3.0,22.0,29.1%
bom pagador,46786.0,272011.92,Reforma,Outros,,0.0,0.0,290.2,0.0,20.0,30.3%
bom pagador,166106.0,186572.52000000002,Diversas,Geral,13.0,0.0,0.0,105.2,1.0,24.0,37.8%
bom pagador,77244.0,193738.0,Diversas,Geral,19.75,0.0,0.0,184.2,2.0,22.0,
bom pagador,49612.0,403282.76,Diversas,Gerente,4.75,,,243.3,2.0,43.0,38.2%
mau pagador,17270.0,94200.0,Diversas,Outros,7.5,3.0,2.0,133.0,3.0,14.0,
mau pagador,11618.0,66392.16,Reforma,Outros,5.25,0.0,0.0,132.4,1.0,9.0,26.6%
bom pagador,64056.0,688592.5800000001,Diversas,Geral,12.25,0.0,0.0,201.0,0.0,30.0,39.8%
bom pagador,52438.0,189900.92,Diversas,Outros,14.0,0.0,0.0,106.5,0.0,18.0,41.1%
mau pagador,94200.0,753600.0,Diversas,Professional,1.5,1.0,0.0,200.2,2.0,13.0,
bom pagador,21038.0,214226.5,Diversas,Professional,9.5,0.0,3.0,175.7,1.0,29.0,23.6%
bom pagador,87920.0,658539.64,Reforma,Professional,5.75,0.0,0.0,192.7,0.0,26.0,39.9%
bom pagador,35168.0,571005.86,Reforma,Geral,6.0,0.0,0.0,187.6,0.0,54.0,33.0%
bom pagador,31714.0,263970.38,Diversas,Comissionado,8.0,0.0,0.0,133.1,0.0,34.0,27.4%
bom pagador,33284.0,196221.74000000002,Diversas,Outros,0.25,0.0,0.0,200.5,1.0,13.0,24.3%
bom pagador,17898.0,350097.44,Reforma,Geral,23.5,0.0,0.0,119.6,0.0,12.0,40.8%
bom pagador,68138.0,462295.92000000004,Diversas,Professional,22.75,0.0,0.0,156.2,0.0,24.0,39.5%
mau pagador,22608.0,124532.40000000001,Reforma,Autônomo,6.5,0.0,1.0,356.3,3.0,40.0,33.6%
bom pagador,47100.0,212041.06,Diversas,Outros,7.25,0.0,0.0,135.2,3.0,48.0,33.5%
bom pagador,70336.0,337867.14,Diversas,Gerente,2.5,,,249.8,5.0,22.0,43.0%
bom pagador,24492.0,268809.12,Reforma,Outros,12.0,0.0,0.0,237.4,0.0,35.0,34.4%
bom pagador,33284.0,334491.64,Reforma,Professional,1.0,0.0,0.0,66.7,1.0,19.0,34.1%
bom pagador,95456.0,326396.72000000003,Diversas,Geral,3.25,0.0,0.0,185.1,1.0,25.0,36.2%
bom pagador,18212.0,284305.02,Diversas,Gerente,18.25,0.0,0.0,302.7,1.0,21.0,40.9%
bom pagador,41134.0,186968.16,Diversas,Outros,,0.0,0.0,73.2,0.0,15.0,43.6%
bom pagador,67196.0,580943.9600000001,Reforma,Gerente,7.25,0.0,0.0,316.4,0.0,17.0,41.1%
bom pagador,21980.0,506485.14,Reforma,Professional,11.5,0.0,0.0,211.8,0.0,18.0,19.9%
bom pagador,49298.0,165792.0,Reforma,Outros,10.25,0.0,0.0,130.5,0.0,10.0,22.0%
mau pagador,43646.0,186352.72,Reforma,Outros,14.25,2.0,1.0,179.0,0.0,41.0,26.4%
bom pagador,67510.0,285133.98000000004,Diversas,Outros,17.0,0.0,0.0,199.1,1.0,22.0,31.7%
mau pagador,15700.0,115583.40000000001,Diversas,Outros,2.75,1.0,0.0,224.9,1.0,6.0,
bom pagador,128112.0,207846.02000000002,Reforma,Geral,,0.0,0.0,307.6,0.0,18.0,12.9%
bom pagador,22608.0,234275.40000000002,Reforma,Geral,1.0,0.0,0.0,42.0,0.0,3.0,38.9%
bom pagador,80698.0,240445.5,Diversas,Outros,,2.0,1.0,106.9,2.0,26.0,29.3%
mau pagador,129368.0,312430.0,Diversas,Outros,3.0,1.0,1.0,204.8,2.0,37.0,
bom pagador,57776.0,433087.64,Diversas,Professional,6.0,0.0,0.0,94.6,0.0,13.0,30.1%
mau pagador,71592.0,525871.5,Diversas,Professional,5.5,0.0,1.0,205.5,1.0,18.0,21.0%
bom pagador,81640.0,198736.88,Diversas,Geral,17.75,0.0,0.0,176.0,2.0,23.0,34.7%
bom pagador,64056.0,360572.48000000004,Diversas,Gerente,18.0,0.0,0.0,237.3,4.0,29.0,33.2%
bom pagador,53066.0,287846.94,Diversas,Professional,9.25,0.0,0.0,204.2,0.0,20.0,20.3%
bom pagador,47414.0,344319.84,Diversas,Outros,5.5,0.0,0.0,83.3,2.0,13.0,35.5%
bom pagador,42076.0,266815.22000000003,Diversas,Geral,6.5,1.0,3.0,181.9,3.0,32.0,36.4%
mau pagador,15700.0,159606.2,Reforma,Outros,6.5,0.0,0.0,59.0,1.0,9.0,
mau pagador,33912.0,209438.0,Diversas,Professional,2.5,0.0,0.0,113.5,5.0,28.0,
bom pagador,61230.0,439888.88,Diversas,Gerente,13.25,0.0,0.0,165.4,1.0,25.0,34.0%
bom pagador,80070.0,382163.12,Diversas,Gerente,8.5,1.0,0.0,153.0,0.0,27.0,35.2%
bom pagador,37052.0,287667.96,Reforma,Geral,26.5,0.0,0.0,173.2,2.0,13.0,42.5%
bom pagador,66254.0,565583.0800000001,Reforma,Gerente,7.75,0.0,0.0,326.1,0.0,16.0,43.3%
bom pagador,153546.0,322700.94,Reforma,Autônomo,8.5,0.0,0.0,194.1,3.0,35.0,43.2%
bom pagador,126856.0,639655.68,Reforma,Professional,5.5,0.0,0.0,153.1,0.0,29.0,37.3%
mau pagador,15700.0,101987.2,Reforma,Outros,8.25,3.0,2.0,164.7,1.0,16.0,
bom pagador,57148.0,283962.76,Diversas,Geral,0.25,0.0,0.0,72.4,0.0,23.0,34.4%
bom pagador,80384.0,665959.4600000001,Reforma,Professional,4.5,0.0,0.0,189.0,0.0,30.0,40.0%
bom pagador,22608.0,99431.24,Diversas,Outros,0.5,0.0,0.0,40.7,11.0,7.0,28.3%
bom pagador,103934.0,144725.74000000002,Diversas,Gerente,1.5,0.0,2.0,207.3,3.0,51.0,43.8%
bom pagador,56834.0,175004.76,Diversas,Professional,17.25,0.0,0.0,178.2,0.0,19.0,36.9%
bom pagador,50554.0,181686.68,Diversas,Outros,17.25,0.0,0.0,283.1,0.0,20.0,30.7%
bom pagador,80384.0,480420.0,Diversas,Professional,7.0,0.0,0.0,115.2,3.0,27.0,
bom pagador,35796.0,120092.44,Reforma,Outros,,,0.0,90.7,0.0,10.0,35.7%
bom pagador,128426.0,217831.22,Diversas,Outros,19.0,0.0,0.0,214.2,1.0,32.0,41.9%
bom pagador,119948.0,449293.18,Diversas,Outros,13.75,0.0,0.0,63.0,1.0,38.0,38.3%
bom pagador,48984.0,370105.52,Diversas,Outros,11.5,0.0,0.0,289.0,2.0,19.0,29.8%
bom pagador,51496.0,288352.48000000004,Diversas,Professional,9.5,0.0,0.0,205.1,0.0,19.0,22.4%
bom pagador,47100.0,296965.5,Reforma,Professional,23.25,0.0,0.0,240.7,1.0,25.0,
mau pagador,31400.0,235264.5,Reforma,Outros,14.5,0.0,1.0,89.7,2.0,15.0,
bom pagador,76302.0,480997.76,Diversas,Gerente,4.25,0.0,0.0,300.4,0.0,24.0,34.3%
bom pagador,62800.0,314000.0,Diversas,Geral,8.0,,1.0,109.2,2.0,18.0,
mau pagador,20410.0,221162.76,Reforma,Outros,1.0,0.0,0.0,129.6,2.0,21.0,38.8%
mau pagador,34540.0,221175.32,Diversas,Autônomo,2.0,3.0,1.0,117.6,1.0,24.0,
bom pagador,21038.0,177366.04,Reforma,Outros,4.25,0.0,0.0,86.7,0.0,17.0,23.6%
bom pagador,25120.0,107469.64,Reforma,Outros,,,1.0,77.6,1.0,10.0,
bom pagador,30144.0,199848.44,Reforma,Outros,5.25,0.0,0.0,121.7,0.0,33.0,35.0%
bom pagador,48984.0,335954.88,Reforma,Professional,3.5,0.0,0.0,129.4,1.0,25.0,40.0%
mau pagador,47100.0,646683.0,Diversas,Gerente,10.75,8.0,3.0,137.5,12.0,42.0,
mau pagador,35482.0,224510.0,Diversas,Geral,11.75,2.0,1.0,55.6,12.0,20.0,
bom pagador,38936.0,275268.10000000003,Reforma,Professional,21.5,0.0,0.0,240.3,0.0,11.0,27.3%
bom pagador,75360.0,643583.8200000001,Reforma,Professional,5.75,0.0,0.0,192.3,1.0,27.0,
bom pagador,37994.0,108151.02,Diversas,Gerente,9.0,0.0,0.0,119.3,0.0,10.0,20.6%
bom pagador,78814.0,401989.08,Diversas,Professional,1.75,0.0,0.0,199.3,3.0,37.0,37.0%
bom pagador,48042.0,166997.76,Diversas,Geral,1.25,0.0,0.0,84.4,1.0,9.0,40.0%
mau pagador,37366.0,226080.0,Diversas,Outros,12.75,0.0,0.0,126.5,0.0,20.0,
mau pagador,43018.0,255800.1,Diversas,Gerente,12.5,0.0,0.0,168.8,0.0,32.0,
mau pagador,7536.0,128112.0,Reforma,Gerente,12.0,0.0,0.0,68.6,2.0,21.0,
bom pagador,50240.0,164793.48,Diversas,Professional,3.5,0.0,0.0,261.0,0.0,34.0,42.3%
bom pagador,38622.0,177899.84,Diversas,Geral,1.0,0.0,0.0,188.9,0.0,23.0,37.5%
bom pagador,21352.0,276878.92,Reforma,Outros,22.75,0.0,0.0,342.9,0.0,44.0,25.5%
bom pagador,36738.0,185564.58000000002,Diversas,Outros,,0.0,0.0,77.7,0.0,15.0,37.5%
bom pagador,126856.0,343500.3,Diversas,Gerente,14.75,0.0,0.0,200.8,0.0,21.0,39.6%
bom pagador,104248.0,126441.52,Diversas,Outros,0.5,0.0,0.0,58.3,0.0,7.0,16.7%
mau pagador,15700.0,237434.24000000002,Diversas,Professional,0.35,0.0,0.0,134.2,0.0,31.0,
bom pagador,57776.0,383620.08,Diversas,Geral,23.25,0.0,0.0,282.3,2.0,16.0,33.4%
bom pagador,42704.0,238319.72,Diversas,Professional,19.75,0.0,2.0,401.2,0.0,12.0,21.3%
mau pagador,26376.0,144301.84,Diversas,Outros,1.5,0.0,0.0,216.0,1.0,6.0,33.2%
bom pagador,24806.0,299292.24,Diversas,Professional,4.5,0.0,0.0,118.7,0.0,25.0,36.4%
bom pagador,25748.0,774820.12,Diversas,Comissionado,,0.0,0.0,139.7,0.0,22.0,40.3%
bom pagador,37366.0,338790.3,Reforma,Gerente,9.25,0.0,0.0,252.2,0.0,22.0,29.3%
bom pagador,78500.0,340030.60000000003,Diversas,Geral,10.75,0.0,1.0,399.6,0.0,46.0,
mau pagador,6280.0,93572.0,Reforma,Geral,11.5,0.0,1.0,125.2,1.0,9.0,
bom pagador,72220.0,441885.92000000004,Diversas,Professional,,0.0,0.0,206.7,0.0,22.0,25.7%
bom pagador,84466.0,456681.60000000003,Diversas,Geral,4.25,,,296.5,2.0,35.0,42.9%
bom pagador,86978.0,311506.84,Diversas,Professional,11.75,0.0,0.0,288.0,0.0,31.0,37.0%
bom pagador,95770.0,204621.24000000002,Diversas,Outros,0.75,0.0,0.0,94.2,1.0,6.0,38.7%
bom pagador,37680.0,348854.0,Diversas,Professional,0.45,1.0,2.0,146.6,1.0,32.0,
bom pagador,48984.0,432010.62,Diversas,Outros,1.0,0.0,0.0,282.2,0.0,46.0,39.2%
bom pagador,48042.0,289884.8,Diversas,Geral,28.25,0.0,0.0,328.5,0.0,15.0,15.3%
bom pagador,67510.0,96733.98000000001,Diversas,Outros,,0.0,0.0,60.6,2.0,19.0,43.5%
bom pagador,76616.0,455300.0,Diversas,Geral,5.25,,,295.1,2.0,37.0,
bom pagador,57148.0,489990.72000000003,Diversas,Professional,20.25,0.0,0.0,233.6,0.0,26.0,18.9%
bom pagador,44902.0,220170.52000000002,Diversas,Professional,6.75,0.0,0.0,257.1,0.0,15.0,23.1%
bom pagador,44274.0,215331.78,Diversas,Outros,8.25,0.0,0.0,239.4,0.0,17.0,31.1%
bom pagador,71592.0,306570.76,Reforma,Outros,8.0,0.0,0.0,179.3,1.0,16.0,41.8%
bom pagador,72848.0,499417.0,Diversas,Gerente,16.75,0.0,0.0,192.8,0.0,23.0,31.5%
mau pagador,16956.0,276320.0,Reforma,Professional,8.5,0.0,0.0,104.6,3.0,19.0,
bom pagador,94200.0,119320.0,Diversas,Outros,1.15,0.0,0.0,61.6,0.0,7.0,
bom pagador,49298.0,107683.16,Diversas,Gerente,9.25,0.0,0.0,134.5,0.0,10.0,26.0%
bom pagador,94514.0,126717.84000000001,Diversas,Outros,0.5,0.0,0.0,84.0,0.0,6.0,13.4%
bom pagador,79442.0,196363.04,Diversas,Geral,18.25,0.0,0.0,191.5,0.0,22.0,31.7%
bom pagador,17270.0,317306.42,Diversas,Professional,22.0,0.0,0.0,57.1,2.0,13.0,29.4%
bom pagador,82896.0,592706.4,Reforma,Autônomo,2.75,0.0,0.0,175.3,0.0,17.0,43.4%
bom pagador,37680.0,172948.06,Reforma,Outros,23.75,0.0,1.0,111.5,0.0,24.0,41.8%
bom pagador,56834.0,282414.74,Diversas,Outros,10.5,0.0,0.0,84.9,3.0,11.0,30.3%
bom pagador,41134.0,235967.86000000002,Diversas,Geral,11.5,0.0,0.0,241.7,3.0,35.0,39.7%
bom pagador,22922.0,272445.24,Reforma,Professional,6.0,0.0,0.0,242.0,2.0,24.0,33.7%
bom pagador,34854.0,225750.30000000002,Reforma,Outros,6.0,0.0,0.0,128.0,0.0,16.0,37.5%
bom pagador,54636.0,363919.72000000003,Diversas,Professional,0.25,0.0,0.0,145.6,0.0,31.0,36.1%
mau pagador,65626.0,473813.44,Diversas,Outros,5.0,0.0,0.0,125.3,2.0,13.0,31.4%
bom pagador,222312.0,918073.2000000001,Diversas,Autônomo,10.25,0.0,0.0,223.0,2.0,25.0,32.4%
bom pagador,46786.0,316587.36,Reforma,Professional,9.5,0.0,0.0,281.1,0.0,11.0,36.2%
bom pagador,71906.0,254556.66,Diversas,Professional,8.0,0.0,0.0,277.9,0.0,19.0,40.5%
bom pagador,69080.0,266918.84,Diversas,Outros,20.0,0.0,0.0,220.8,1.0,19.0,30.9%
bom pagador,127484.0,204442.26,Reforma,Geral,,0.0,0.0,316.2,0.0,19.0,15.6%
bom pagador,35796.0,235107.5,Diversas,Outros,3.75,0.0,0.0,193.6,2.0,16.0,34.3%
mau pagador,37680.0,182120.0,Diversas,Outros,5.25,0.0,1.0,115.8,1.0,18.0,
bom pagador,25120.0,380081.3,Reforma,Geral,28.5,0.0,0.0,332.0,1.0,38.0,34.4%
bom pagador,36424.0,317827.66000000003,Reforma,Professional,7.25,0.0,0.0,155.1,0.0,34.0,36.2%
bom pagador,67824.0,436466.28,Diversas,Geral,11.5,0.0,2.0,215.9,0.0,25.0,40.9%
mau pagador,31400.0,230005.0,Reforma,Outros,2.0,0.0,0.0,30.6,4.0,12.0,
bom pagador,96398.0,261546.30000000002,Diversas,Outros,,,,291.6,0.0,15.0,40.2%
bom pagador,34540.0,307720.0,Reforma,Professional,6.5,0.0,0.0,109.8,1.0,26.0,
bom pagador,47728.0,199449.66,Diversas,Professional,6.5,0.0,0.0,278.3,0.0,15.0,20.8%
bom pagador,37366.0,201368.2,Diversas,Gerente,13.75,0.0,0.0,119.7,1.0,18.0,32.7%
mau pagador,65940.0,392500.0,Diversas,Comissionado,0.55,1.0,,119.3,1.0,19.0,
mau pagador,46158.0,217087.04,Diversas,Outros,14.5,0.0,0.0,171.5,0.0,18.0,35.6%
bom pagador,43332.0,253548.72,Diversas,Comissionado,8.0,0.0,0.0,138.5,0.0,35.0,26.2%
bom pagador,56520.0,361558.44,Diversas,Outros,21.0,0.0,0.0,295.2,0.0,16.0,28.1%
bom pagador,47414.0,169764.1,Diversas,Outros,,0.0,0.0,80.9,0.0,15.0,40.4%
bom pagador,68138.0,303286.32,Reforma,Professional,18.75,0.0,1.0,616.3,0.0,25.0,22.0%
bom pagador,64684.0,552605.4600000001,Diversas,Professional,5.5,,,191.3,4.0,43.0,41.9%
mau pagador,41762.0,235500.0,Diversas,Gerente,7.35,0.0,1.0,227.3,1.0,33.0,
bom pagador,108644.0,613326.78,Diversas,Professional,23.25,0.0,0.0,177.0,1.0,22.0,37.4%
bom pagador,20096.0,199747.96000000002,Reforma,Geral,23.0,0.0,0.0,328.0,0.0,12.0,42.2%
bom pagador,17898.0,114685.36,Reforma,Professional,10.25,0.0,0.0,183.1,0.0,13.0,26.3%
bom pagador,39250.0,250864.02000000002,Reforma,Geral,10.5,2.0,0.0,252.0,1.0,28.0,34.0%
bom pagador,37052.0,431388.9,Diversas,Professional,15.0,,1.0,172.0,1.0,32.0,29.8%
bom pagador,32342.0,303628.58,Diversas,Geral,7.25,0.0,0.0,218.7,3.0,26.0,41.5%
bom pagador,37680.0,251200.0,Diversas,Outros,2.0,0.0,0.0,240.8,3.0,25.0,
bom pagador,46786.0,324525.28,Reforma,Professional,6.5,0.0,0.0,108.6,0.0,26.0,27.5%
bom pagador,60288.0,43749.62,Diversas,Outros,7.0,,,60.5,0.0,16.0,40.5%
bom pagador,32342.0,227003.16,Reforma,Outros,28.5,1.0,3.0,187.0,0.0,26.0,35.6%
bom pagador,87920.0,271380.78,Diversas,Outros,9.75,0.0,1.0,131.1,2.0,28.0,39.4%
bom pagador,18526.0,244885.46000000002,Reforma,Outros,7.0,0.0,0.0,122.2,0.0,23.0,42.4%
bom pagador,31400.0,307327.5,Reforma,Professional,8.0,0.0,0.0,168.5,0.0,35.0,
bom pagador,38622.0,380323.08,Diversas,Geral,9.5,0.0,0.0,136.1,1.0,20.0,35.9%
bom pagador,49926.0,343830.0,Diversas,Professional,7.0,0.0,0.0,139.4,2.0,20.0,
bom pagador,26376.0,263314.12,Reforma,Outros,25.5,0.0,0.0,352.4,1.0,46.0,30.9%
bom pagador,78186.0,296334.36,Diversas,Outros,5.0,0.0,0.0,233.5,1.0,20.0,34.9%
bom pagador,83838.0,377362.06,Diversas,Gerente,8.75,0.0,0.0,164.8,0.0,26.0,34.1%
bom pagador,279460.0,291822.18,Diversas,Outros,16.75,0.0,0.0,209.7,0.0,15.0,35.9%
bom pagador,90432.0,381698.4,Diversas,Gerente,8.5,1.0,0.0,176.7,0.0,25.0,29.6%
mau pagador,47100.0,349642.14,Diversas,Outros,6.75,,6.0,227.0,0.0,17.0,
bom pagador,102364.0,392500.0,Diversas,Gerente,30.25,0.0,0.0,342.0,0.0,20.0,
bom pagador,74418.0,311786.3,Reforma,Geral,15.25,0.0,0.0,146.7,0.0,14.0,38.0%
bom pagador,73476.0,375556.56,Diversas,Autônomo,3.75,0.0,0.0,223.1,1.0,24.0,32.6%
bom pagador,43018.0,341091.92000000004,Reforma,Professional,12.5,0.0,2.0,183.5,0.0,29.0,31.7%
bom pagador,37680.0,238511.26,Reforma,Geral,14.25,1.0,0.0,255.2,1.0,31.0,45.2%
mau pagador,37680.0,257480.0,Diversas,Outros,10.5,0.0,2.0,220.8,0.0,34.0,
bom pagador,20096.0,245183.76,Reforma,Outros,8.0,0.0,0.0,111.8,0.0,25.0,39.0%
bom pagador,52752.0,373826.42000000004,Diversas,Geral,2.0,0.0,1.0,272.7,1.0,35.0,25.0%
mau pagador,70650.0,285740.0,Diversas,Autônomo,13.5,0.0,0.0,147.5,5.0,27.0,
bom pagador,61230.0,381560.24,Reforma,Gerente,0.5,0.0,0.0,308.6,1.0,20.0,44.0%
bom pagador,78186.0,260620.0,Diversas,Outros,9.25,1.0,1.0,140.2,3.0,30.0,
mau pagador,131880.0,159138.34,Reforma,Professional,3.75,0.0,0.0,328.2,5.0,15.0,12.4%
mau pagador,23550.0,115586.54000000001,Diversas,Outros,1.25,1.0,0.0,229.6,0.0,6.0,30.2%
bom pagador,47100.0,489840.0,Diversas,Professional,20.5,0.0,0.0,240.9,0.0,29.0,
bom pagador,64998.0,313805.32,Diversas,Gerente,7.5,0.0,0.0,71.8,7.0,24.0,38.7%
bom pagador,57462.0,360786.0,Diversas,Outros,1.75,0.0,0.0,139.8,1.0,20.0,39.3%
bom pagador,31714.0,216094.80000000002,Diversas,Outros,16.5,0.0,4.0,222.1,0.0,38.0,23.0%
bom pagador,114610.0,132884.80000000002,Diversas,Gerente,7.0,0.0,0.0,51.1,0.0,7.0,38.5%
bom pagador,54008.0,380087.58,Diversas,Outros,14.5,0.0,0.0,121.2,1.0,9.0,35.6%
mau pagador,21980.0,167990.0,Reforma,Professional,15.0,0.0,0.0,97.6,0.0,18.0,
bom pagador,68766.0,329316.92000000004,Diversas,Geral,7.25,,1.0,119.2,1.0,18.0,36.9%
bom pagador,53066.0,362246.10000000003,Diversas,Outros,19.0,0.0,0.0,284.0,0.0,16.0,26.0%
mau pagador,47100.0,183652.32,Reforma,Outros,2.0,0.0,0.0,269.9,0.0,50.0,
bom pagador,66568.0,304576.86,Reforma,Geral,14.5,0.0,0.0,136.5,0.0,13.0,36.8%
mau pagador,125600.0,499260.0,Diversas,Outros,0.5,0.0,1.0,315.6,6.0,51.0,
bom pagador,80070.0,355017.82,Diversas,Professional,9.75,0.0,0.0,137.6,0.0,19.0,27.0%
bom pagador,59660.0,532107.54,Reforma,Autônomo,7.0,0.0,0.0,298.2,0.0,26.0,26.6%
mau pagador,37366.0,248060.0,Reforma,Gerente,1.75,0.0,0.0,184.8,2.0,22.0,
bom pagador,78186.0,537869.4400000001,Diversas,Outros,6.25,1.0,0.0,223.2,0.0,19.0,36.6%
bom pagador,24806.0,111225.08,Reforma,Geral,19.5,0.0,0.0,187.3,0.0,15.0,37.8%
bom pagador,26376.0,299333.06,Diversas,Gerente,18.25,0.0,1.0,296.2,0.0,23.0,40.6%
bom pagador,86664.0,410661.76,Diversas,Geral,11.75,0.0,0.0,148.3,0.0,29.0,41.0%
mau pagador,27946.0,494031.9,Reforma,Outros,4.5,0.0,0.0,88.4,4.0,19.0,36.8%
bom pagador,68452.0,384131.9,Diversas,Autônomo,3.5,0.0,0.0,213.9,1.0,26.0,36.8%
bom pagador,41134.0,274457.98000000004,Diversas,Outros,2.25,0.0,0.0,235.7,3.0,26.0,31.7%
bom pagador,95456.0,247523.06,Diversas,Geral,0.5,0.0,0.0,175.4,3.0,18.0,41.3%
bom pagador,69080.0,314125.60000000003,Reforma,Outros,6.0,0.0,0.0,140.1,0.0,14.0,30.8%
bom pagador,25748.0,279981.24,Reforma,Outros,23.0,0.0,0.0,342.9,1.0,47.0,29.9%
bom pagador,126542.0,230413.2,Diversas,Professional,4.25,0.0,0.0,187.4,1.0,18.0,24.4%
bom pagador,26062.0,163236.04,Diversas,Outros,10.75,0.0,0.0,244.5,1.0,33.0,40.0%
bom pagador,35482.0,168564.62,Reforma,Outros,22.25,0.0,1.0,132.1,0.0,24.0,40.4%
bom pagador,29516.0,175098.96000000002,Diversas,Geral,1.0,0.0,0.0,179.6,0.0,20.0,39.4%
bom pagador,5338.0,351680.0,Reforma,Geral,3.25,0.0,0.0,96.3,0.0,14.0,
bom pagador,46472.0,343676.14,Diversas,Outros,6.75,0.0,0.0,83.3,2.0,13.0,36.0%
bom pagador,31086.0,391014.78,Reforma,Geral,30.25,0.0,0.0,321.6,1.0,39.0,34.8%
bom pagador,16642.0,197684.98,Reforma,Geral,21.75,0.0,0.0,199.8,0.0,20.0,19.4%
bom pagador,21666.0,207371.88,Reforma,Geral,20.5,0.0,0.0,206.5,0.0,19.0,20.9%
bom pagador,78500.0,293276.0,Diversas,Geral,10.0,0.0,0.0,150.6,0.0,19.0,
bom pagador,57148.0,499498.64,Diversas,Professional,20.0,0.0,0.0,233.7,0.0,26.0,20.4%
bom pagador,44588.0,279221.36,Diversas,Gerente,21.0,0.0,0.0,234.6,11.0,22.0,34.5%
bom pagador,74732.0,216468.46000000002,Diversas,Outros,6.75,0.0,0.0,79.6,1.0,19.0,34.5%
bom pagador,19782.0,228874.6,Reforma,Geral,1.75,0.0,0.0,42.3,0.0,3.0,37.2%
bom pagador,86978.0,648475.9400000001,Diversas,Outros,24.75,0.0,0.0,198.4,0.0,19.0,25.7%
bom pagador,94828.0,538089.24,Diversas,Gerente,13.5,0.0,0.0,177.9,2.0,29.0,
mau pagador,198762.0,882340.0,Diversas,Professional,2.5,0.0,0.0,101.7,2.0,23.0,
bom pagador,43332.0,135277.48,Reforma,Outros,0.0,0.0,0.0,318.3,0.0,9.0,27.2%
